id,q,r
7435,"""The truth is that evolution explains the diversity of life we see all around us better than""",""". More power too ya but , that 's just your opinion ."""
1987,"""Because it will encourage teens to engage in riskier behavior . Abstinence until marriage""","""4. Its not very risky anymore ..."""
2518,""". This is how abstract concept can `` exist `` in our minds , without having an""","""They do not exist. How can they ? If they exist in the mind and not"""
7284,"""Fruit is an abstract concept . That abstract concept exists only as a set of criteria""","""1. Â “ FruitÂ ” is a name we give to identify"""
4653,"""3. You do realize that the rules are supposed to be absurd , to point up""","""No I mean every word of what I type . If they institute these rules I will"""
3808,"""3. Walking-fish : What I 'd like to know is where this specimen""","""Tiktaalik - > Panderichthyes - > Ventastega"""
258,"""I could say the same about gay people . I could say that about straight people.""","""So you 're admitting openly that what is a normal occurrence within the human species is"""
6007,"""It’s a good idea. Creationists recognise it and accept it as it""","""Not many creationists accept it . Your later comment that it was a creationist who"""
3652,"""""This is the obsession gays have in seeking acceptance for their lifestyles and lifestyles. The""","""3. You keep starting all these threads on the same topic , that & # 82"""
3650,"""It’s not a perfect solution. It does highlight how criminals have easy access""","""This is a very sad situation. What this highlights is that the laws of the land"""
2227,"""Letter to the Editor: What's the difference between being required to shoot someone and being""","""Hold up , your changing your argument . You said `` I have never been accost"""
2836,"""Accidents for one . Just last week a man who was drinking and cleaning his firearm""","""3. Accidents happen , that 's just how life works . They 're"""
2200,"""And he did it all without a gun. And he accomplished all this human carnage without""","""3. Why do people on the pro-gun side continuously try to oversimplify"""
9316,""". According to Raastee , the scientific method perfectly complies with evolution . *""","""5. Whether the steps of evolution have been observed is unrelated to whether evolution complies"""
4054,"""2. According to the Old Testament , Sodom and Gammorah were destroyed because""","""The story of the destruction of Sodom and Gomorrah is one of the"""
5546,"""You are wrong. According to your logic , an infant would have no right to suck""",""". Add `` without her consent `` and you get my position ."""
790,"""It 's about accountability. It 's not about finding the weapon . It '""","""So you still choose to believe that someone who 's a victim of crime should be"""
6131,"""3. What price activist judges ?""","""Judicial activism. Judicial activism ? What brand of stupid is it that you use ?"""
6610,""". Actually , the word evolution never means atheism except when used by creationists who want""","""Never. Never ? Not even when used by Richard Dawkins ? Talkorigins ? American"""
8504,"""I don't think its a good idea to trot them around to agencies and organizations""",""". Actually , yes it is sickening ."""
7282,"""Of those that are beneficial , the chance of actually being passed on is minimal considering the""","""No it does n't . That 's why Darwin objected to the use of that"""
4558,"""Here is a link to a story about the coelacanths natural habitat. Here""","""Of course they didn't. Of course they did n't see it walk , it"""
5611,"""He was. Actually he wasnt or I would n't have used that example .""",""". . ."""
5880,"""I don't think its a good idea to trot them around to agencies and organizations""","""So you think it is a good idea for public schools to assume the role of parents"""
105,"""You’re not going to prove anything. How about you actually prove something for""","""1. Stop trying to muddy the waters . I asked you to back up your claim"""
6030,""". Actually there is a better solution . Mandatory male and female birth control pills , financial""","""So. so we would penalize financially those who want to have kids ?"""
5229,"""What are you most afraid of ? I don't know. Actually what are YOU most""",""". An interesting analysis of that article you keep quoting from the World Net Daily . http"""
8156,"""When you read every thing you have to rationalize ( lie ) what God actually did""","""Plotter : `` when did he create all the other planets , how did they fit"""
4479,""". . The problem with science is its arrogance . It 's inability to see that""","""I have just read your article on evolution. Before saying more , I 'd just"""
7080,"""Gun control is not a solution. Adding guns to crime is like adding gasoline to a""","""There 's no need to add more guns to the arsenal of the criminals. There"""
4734,"""3. Adding guns to crime is like adding gasoline to a fire- it makes an""",""". Guns in our society increased . Total NICS Firearm Background Checks -- November 30"""
4762,"""3. Why on earth would a woman come out now , admit to an abortion she""","""She is not going to be punished now for aborting a kid 30 years ago ."""
9851,"""There are plenty of people in the world who would have adopted that baby . And if""","""3. How many children have you adopted ?"""
3754,""". In my state , Advance Directives and Living Wills are legally binding .""","""What if a bunch of rich lobbies got together and found a way to overturn that"""
6350,"""Gun control advocates will not change their unrealistic ideas when presented the facts. What puzzles me""","""2. Actually gun crime in the UK is at a very low level . If you"""
7274,"""Yes. You are correct . I did not know that S Africa had abolished the death""","""You seem to think that South Africa is not strict enough. So what are some examples"""
6351,"""1. Therefore , it is obvious that this scenario indicates that Africans ( Blacks ) ,""","""Q. Not really . It just means that Homo erectus was around in Africa 200"""
4477,"""2. After a Devastating Birth Injury , Hope By DENISE GRADY""","""http://www.nytimes.com/2009/02/24/he ..."""
3168,"""Why if they are going to kill themselves , do n't they do that first ?""",""". Well , first of all , the 2nd Amendment is quite regulated , so do"""
3854,"""3. You have to get to square one before square 2 . Society needs to come""","""Did you wait until after society decided how it would view civil rights for blacks ? No"""
732,""". Again , how does this apply ?""","""Again ? What do you mean ? I am talking about different sciences per se . What"""
9769,"""I agree with you. Again , I do n't think anybody will argue that owning""","""I don't think you will. I think some people will and have argued that ."""
24,"""I don't think that's right. Do you mean sexually molesting children ? Again""","""3. What if a 13 year old girl comes up to you and asks for sex"""
2831,""". From another thread : The head of the Federal Emergency Management Agency is directing people wanting""","""Well , if George H.W . Bush was responsible , it would n't be"""
5997,""". Again show me something other than an opinion . Describe how the avian lung""","""Maybe you should explain how god works ? In what way does he manupilate"""
1157,"""4. What exactly are the age ranges of these `` children `` in the news stories""","""3. It varies . Sometimes elementary/middle school kids and sometimes older minors like high"""
558,""". you must be agnostic now . you see his point-of-view .""","""- A definition is the meaning of word that someone created using their own opinions . Is"""
1403,""". i am agnostic not atheist , but its close enough for close minded people to""",""". Oh , I get it . So you believe , but you do n't exactly"""
2269,"""1. Note the bolded : What do you mean unspecified means by an unknown designer""","""I agree with you. Just to follow suit - note the bolded : What do"""
4057,""". Ah , you 've engaged in the grammarian nitpick function of debate""","""The article as a whole never made that argument either . Lie number .... oh I ca"""
4286,""". and al shots in the ten range . And in response to Zachvac i""","""That was n't my question . My question was n' what you said , but"""
470,"""""I find the site to be very biased. ... Another problem with the site is""","""This is a common creationist trick . Jonathan Wells has two PhD 's , one"""
7059,"""2. Alex found exactly the same sequence of primes linked to the same series of""","""So I look into the clouds and see a cow . Clouds are n't telling me"""
9137,"""Dr. FLYNT : They have no direct knowledge that he knew about it ,""","""This quote also shows that the supposed `` friends `` were women who lived in the same"""
4714,""". All athiesm is , is a lack of theism , period .""",""". Ha ! That is classic ! So Nihilism proves God ? ? ?"""
7265,"""1. All firearm transactions must be through a FFL with a background check . First""","""3. And how exactly do you propose this suggestion actually be enforced ? Have you got"""
8501,"""And all of this is having a real , verifiable negative impact on society , which""","""I’m not gay. For years I 've tried to get one of"""
9295,""". all humans are traced to monkeys from Africa .""",""". No . Monkeys are modern animals . Our closest living primate relatives are the"""
2686,""". Proof ? All I can think to say is that a mind is a terrible thing""",""". Or , given that this is about feasts , a waist is a terrible thing"""
7278,"""1. If all life evolved from a common ancestor , then there should be countless instances""","""3. You 've asked a good question , but you 're not going to"""
7355,"""5. And finally in regards to what God is like ... certain religions say God has""","""1. This argument is not valid , although it is widely used , and even believed"""
3679,""". Rights of persons . SECTION 1 . All men and women are , by nature ,""",""". and section 6"""
9230,"""Since there is no consensus in the U.S. that all modern day humans are""","""3. Homo-erectus and Neandertals had different bone structures ."""
7609,"""3. Look over the Heller ruling again . All nine judges agreed unanimously that the Second""","""Justice John G. Stevens said that bear arms has a military meaning . So was he"""
7965,"""3. In short , all of materialism/mechanism/physicalism/""","""Duh. But then of course nearly every idea not your own generates a DUH"""
3615,"""All of the British papers keep going on about how bad it is , how more people""","""Gun crime in the UK. Is that a trick question ? No , the tabloid and"""
5721,"""3. All of the observations that we see today can be explained without creation and evolution""","""1. Actually , creation explains nothing . Evolution is an observation that is explained by theories"""
9497,"""... let 's start with # 1 : All organisms tend to produce more offspring than""","""1. Did you notice the word `` tend `` in there ? Humans ( in general"""
1175,"""It 's , like , all over the Bible , man ! Maybe if you hit""","""I don't know. I think maybe you have hit yourself in the head with the"""
6181,"""""It's been 150 years since Genesis was written. And in those 150 years ,""","""And this from the person who when I used to debate him and did something like this"""
9290,"""No. No , they 're the same species . If you put all these fish""","""2. Agreed that they are still the same species , much like the `` 13"""
8314,"""I don’t know what to think. What I want to know is if""","""They are the minority. Well , they are in the minority no matter what ."""
5707,"""There are all types of denominations of the Catholic religion . However , most religions that I""","""Strict and loony ? Could you be a little more specific , because this statement"""
6018,"""All we want is for the baby in the womb to have the same chance you did""","""Jitobear 's mother had the option to abort JitObear in"""
4997,""". but there are n't any ! All you can show me are 4 `` links""","""Well there are 4. Well are there 4 or are there none ? What about the"""
4717,"""Lions and hyenas and buffalo and crocodiles and fish and ants and bees""","""A pack of wolves or a pack of coyotes will not work together. Even if"""
1020,""". all you have to do is scroll back a page or two in this forum ...""",""". So , you are n't going to post any proof here . How typical ."""
5508,""". As for the allegation that I 'm driven by `` ideology `` - I have""","""1. `` Wolpoff , M & amp ; Caspari , R ,"""
8609,"""It’s amazing. It seems , once again , the Almighty hid within His""",""". Proof ? All I can think to say is that a mind is a terrible thing"""
2682,"""“I think it’s going to happen. I think almost all the""","""Oh yes. Oh yes , of course . But thatÂ ’ s assuming that"""
5994,"""Police said they had no reason to arrest him, let alone were prepared to shoot him""",""". Hey sparky , exactly how do you think they were supposed `` to protect ``"""
6332,"""1. Alot of children endure harassment because of living in a house made up of""","""Oh it has happened . But that is not a problem with my son , me or"""
9140,"""Why would you start a new thread on a topic that has already been addressed only three""",""". oh , must have missed it . Obviously I would n't have done that on"""
4043,""". Also , I do n't believe future generations ( school children ) are having the""",""". Of course , this is because marc himself does n't understand the alleged ``"""
1406,"""5. Also , I hope that you believe that you are more than a lump of""","""Well , I started out as a zygote and I am now a person ."""
8394,""". Also , I think that evolution in itself is sort of a religion , as it""","""I don't know what you're talking about. You must be thinking of physics ..."""
6404,"""I don’t understand this. Also , in what way would measuring a decline""","""I don't know. I could imagine someone plotting the data , making a straight line"""
3766,"""Yes. But Oswald did not shoot Kennedy . He was just a patsie .""","""That was a joke. That clearly went whooshing over your head . It was"""
3761,"""I agree. I also ca n't help but wonder if you 'd be complaining""",""". Actually , yes ."""
4507,"""1. There is no requirement in the 2nd amend that a person must be in""","""One last thing. One point I would like to make is that rockets are not legal"""
5723,"""I don't support abortion. I support embrionic stem cell research . Of course I""","""http : //www.stemcellresearch.org/facts/asc-refs"""
887,""". This is a racist statement . Also unsurprising from the anti-choice/anti""","""There is nothing racist about the truth . Notice the underlying message in your posted article is"""
4899,"""5. It 's easy to come up with scenarios where you think a gun is""","""I don't think so. So , everyone who dies in a stabbing/beating"""
2979,"""This is the first known fossil of a dinosaur. The bizarre creature appears to sit halfway""",""". But do n't you see ? They are n't sure . They do n"""
9695,"""I know it sounds like I'm talking about random chemical reactions. But this is n""","""Oh. I see now , sorry . Yes you are right : chemical reactions are not"""
8441,"""Oh it 's no mistake Montalban . I , unlike you , am quite""","""3. What do you mean by other definitions ? Before you stated `` Creation is ...."""
4210,"""I am a mother. I am with you on the life or death of the mother""","""I love this. What a good mum you must be ."""
6521,"""What amazes me is that this is even a debate. What amazes I is""",""". Even though I am for gay marriage I do agree . Correlation is not causation"""
1716,"""1. I 've never heard of A Framer is , but that quote by""","""1. Oddly enough , the Mass constitution reads : Article XVII . The people"""
7586,"""Mr. Kelvin 's already proposed that the armed population of America has given serious protection""","""I have been trying to prevent the homeless from freezing on the streets at night . I"""
4056,"""Bigotry. Bigotry assumes many forms , hides behind many facades ,""","""Mr. Anti-gunners . Why do you HATE our Constitutions Bill"""
4423,"""3. The ugly reality of life in America today regarding the secular humanist Left is""","""What a lie. What a crock . I find myself loving when you go on"""
4186,"""Ah yes. Ah yes . American perspective = world perspective . Those figures are just for""",""". well then back up your claim . Saying Â “ IÂ ’"""
6879,"""The ammunition was stored in a sealed pack , with severe punishments for the seal being broken""","""Ammo in a sealed pack is useless. Whats the point of having ammo in"""
5829,"""(i.e. a ) the amount of abortions would be reduced.""","""I don't think that the number of abortions in the United States has changed much since"""
6527,"""Pro-Choice people , I understand your point of view on the issue of when a""","""Mr. Gennipher , 1 . In regard to your friends ' actions ... do"""
100,""". , ... As for Cyber ... he is not a Catholic but an atheist so I""",""". See ?"""
4115,"""4. An education would help .""","""People want a job. But only if they 're willing to receive one . Most"""
6267,""". Here 's an essay that I wrote for school this year ( 7th grade""","""I'm sorry. I 'll try to be nice since you wrote it in 7"""
1017,"""An example of a population is a population of dogs. An example , consider the cold""",""". Are you sure ? What about animals that had a combination of both long and short"""
2228,""". an example of mutations is the eyeless cave fish . mutations have never led to""",""". You can not create the general from the specific , only the specific from the general"""
4559,"""No. no surprise that an industry run by criminals keeps the black market well stocked with""","""1. Note that at the very beginning it said `` allegations `` , as in alleged"""
6587,""". An interesting analysis of that article you keep quoting from the World Net Daily . http""","""WND is not some guy on the internet who is 30 years old and has only"""
4066,"""A. An interesting scenario . Let me reply with an example of my own . The""","""I did not say that I agree with a tax incline , and perhaps that is"""
4140,"""10. The Associated Press reports that Appomattox County court records show a concealed""","""Would the lack of a concealed carry permit have stopped these people from illegally concealing a"""
5877,""". What an unbelievable load of codswallop . Clearly you 've never read""","""John 15 Jo sees the passages that state `` Everything is permissable but not everything"""
2898,""". And , she is being punished . She is serving life in prison -- as is""","""Are you sure. Are you sure ? Use your google ."""
3691,"""LOL. LOL ! And 'basically ' .. banning firearms ( as often proposed""","""Well , `` reasonable `` is clearly subjective ... So the authors of the letter are pract"""
7276,"""I ask for an alternative theory. Here is a start : http : //www.""","""1. You know what the funny thing is about all of the `` links `` that"""
1719,"""I was just saying. And all I was saying is that , despite Zechar""","""I donÂ ’ t know. I believe itÂ .’ s there"""
7685,"""Can you please tell me the difference between nonrandom variation and directed variation ? I '""","""3. Not between nonrandom variation and directed variation : Between nonrandom amounts of variation"""
9649,"""And of course, it's illegal. And Canada has laws that make defense with a""","""Where in Canada is it illegal to defend yourself with a firearm , given sufficient threat ?"""
6585,"""I am not a liar. And do n't even go around claiming I was not""","""1. Confirmation records that you were a Christian ? Excuse me while I fall"""
17,""". And dont you get a kick out of SP calling herself a rational christian as""","""He 's a Christian , you 're a Biblist . He actually follows Christ"""
9719,"""The story begins with the woman , whose body is the one having to endure the pregnancy""","""Women are responsible for their children. But the responsibility does not end with the woman who"""
341,"""Gun sales in Connecticut have surged in the past six months as the stateÂ ’""","""4. Is the Ammo Shortage the Result of a Government Conspiracy or an NRA Marketing"""
1390,"""3. The Bible contains many scientific and historic accurate lines in it , see `` Mist""","""It’s a great book. And it contains many scientific and historic inaccurate lines"""
7774,"""3. And how do you KNOW this creature is that old ?""","""I don't understand why you reject chemistry and physics , as well as geology ."""
8797,"""How fast were you going ? Have you been stopped for speeding and asked to sign one""","""I don't think I have ever been asked to sign a ticket by a cop ."""
7758,"""Oh , it certainly is an issue . Martin Killias , a Swiss criminologist""","""Your going to have to own a machinegun in your home you know . Your going"""
22,"""""I don't know. And I 'd think the explanation would be that oxygen""","""And yet the species that exist today are the exact same as the species during the high"""
302,"""I don't know what to say. I disagree with your decision . It would have""","""5. You do n't beleive that it is possible to do something wrong"""
2493,"""I don't know about anyone else , but I highly doubt that God would be so""","""Hey Phyllis , I see you are trying to attack God on the basis of"""
3089,"""I support abortion. And I support the right to kill unborn babies or not as the""","""- Interesting thing : How many mothers do * you * know , who can successfully *"""
9815,"""I went. ... and I was n't disappointed""","""I n't be dissapointed if I know not to expect more ..."""
4494,""". and if i were on an isalnd i would ask myself how did these""","""Q. Actually , we have a pretty good idea of how life populates islands ."""
6615,"""Stevens 's error in Heller is that for saying that a unenumerated""",""". Very well-executed skewering of Galileo ."""
7669,"""And if the little beakers are the most successful breeders than we would expect to""","""Yet again , ignoring the point of the article . Are you not familiar with the Grants"""
2520,"""5. If a woman is n't allowed access to the morning after pill , is""","""If she takes it , she can have a family. And if she does n't"""
9313,"""4. We were n't competing with chimps ? Oh really ? Does n't""","""3. Because Africa is n't one big homogeneous ecosystem . There are jungles"""
4285,"""Abortion is illegal. And it is much easier to have an abortion than to be""","""3. Look at the numbers - your point is made ."""
9772,"""It is their corruption of the morals and values America once represented that is the cause of""","""The main cause of so much hate and disrespect is the phony war we 're fighting"""
473,""". ItÂ ’ s quite obvious that the poster was n't asking if someone""","""And yet the article is about a legal matter ."""
9819,"""I'll be happy to answer your questions. And just as soon as you can show""","""4. It may not be scientific to begin at step two or step three ."""
1293,""". and nobody has ever managed to do so ( though the concept of an invisible man""","""I don’t know if this is true. But it , along with the"""
1413,"""You might very well be acurate here , but no one asked for a time frame""","""1. Can you really see that Grizzly ? It would literally cause a revolution in"""
72,"""Freedom and socialism. And since when was there a dichotomy between freedom and socialism ?""",""". Since the words had meaning ."""
1691,""". and the conversion of hearts and minds so that the law would n't be needed""","""And until you realize that - you will not change hearts and minds. And until you"""
47,"""Gun control is a myth. And the only reason the criminals hold handguns is because of""","""I don't know. I presume that is a joke . Criminals have always had"""
1701,""". and the organism is not equipped to function in any predetermined fashion .""","""That's right. That 's right . It merely has the capacity to make errors"""
4027,"""We are going backwards. We are going downhill genetically . This is true for individuals and""","""5. Helpful links:"""
6220,""". and the system proposed in the US is not government run , by any stretch of""","""This health care bill is not the end of the road. True , but the one"""
6021,"""5. And there is much more evidence for a young earth and instant creation as well""","""There is no evidence here for creation . All you can do is argue ( extremely poorly"""
1172,"""3. The N.A.G.O.W . ( NAGS""","""3. You 're babbling ."""
9467,"""The Nazis had a clear agenda. Sure , they were a minority , but a group""","""3. So how is misuse of science a valid argument against the correct application of the"""
352,"""Here 's an interesting hypothetical situation that I came across recently . It 's one""","""and the pro-choicers claim pro-lifers appeal to emotion too much"""
8315,"""Not to rain on anyone 's parade : The liberal hysteria about the tea parties and""","""I don't know. I know one thing , anything that happens , politically motivated people"""
1728,"""http : //www.telegraph.co.uk/news/main ... 7""","""In point of fact , the low birth rate in most of Europe is not due to"""
731,""". do you have proof of such a statement ? And what does this have to do""","""Mr. Right . Please , reread your argument . Not to mention what Woodward actually"""
7287,"""3. And what fossil records can you show that one species of animal has evolved into""","""The same ones. The same ones you 've been told about , what , a"""
6583,"""And what of when you go by some moral standard to determine what is right and wrong""","""I have been married to the person I love for the last 10 years. Except several"""
1174,"""Q. And what type of objectivist views do you have toward gay issues if I""","""3. There are no objective reasons to condemn gays . Marriage is not a matter of"""
2048,""". And where , pray tell are you pulling THIS strawman from ?""",""". How is that a strawman ? Your challenge directly relies upon something you assume to"""
9167,"""3. And where does the macroevolution feature in that combination ?""","""5. Because the soundbite `` survival of the fittest `` was coined to explain"""
9707,"""What are they. And where is their source ?""","""Oh wow. Oh wow . Apparently your experience on the internet is quite shallow . To"""
2046,"""3. You 're in favor of government-run heaithcare , right ?""",""". So you mean you can not show me where I 've said anything about my"""
5551,"""5. And why is your method superior ?""","""It works ."""
1294,"""and why not in a public place like a church or a school. and why not""","""Yes , I do have a gun . I have lots and lots of guns , right"""
6046,"""I don 't know what to say about this. I have seen this response from""","""I agree. I think you need to read the book of Job ."""
5995,""". and worse of all the distinction between Â ‘ humanhoodÂ ’""","""I am a human being. So why do n't you just say , `` I"""
5766,""". .... either life evolves unoriented to environmental changes ( darwin ) or in""","""Why n't pick both ? Why the hell not ? Phenotypic plasticity is"""
9331,""". ... And you say that national geographic is n't biased towards evolutionism ? R""","""Actually National Geographic is more accepting of the truth than biased for the argument . Actually National"""
3850,"""At the age of 77 , in the year 2041 , Andrea will be eligible for""","""2. Andrea Yates - Profile of Andrea Yates Cybererr of the World Cup"""
1170,"""Anecdotal evidence does not affect statistical probability. If you were trying to use""","""And yet. And yet the post-Dunblane handgun ban happened after only one"""
5438,""". Does anybody who thinks animals do n't evolve care to explain any of this ?""","""No. The correct answer to this question is no . They also have yet to take"""
6525,"""This is a lie. The only reason that this was even posted was because it was""","""They should be ashamed of themselves. They should be discredited , and their hypocrisy should be"""
6961,""". Another lie . The sentence you 've quoted never made any such argument .""",""". Ah , you 've engaged in the grammarian nitpick function of debate"""
7093,"""You are wrong. Another slimy attempt by you to misrepresent my position . Of course""","""So, yes, the odds of a school massacre by someone with a concealed carry permit"""
6188,"""My article was about the banning of swords in Australia . Another step in the tyrran""","""It does not restrict the right to own a gun. But it does restrict criminal access"""
2067,""". Another strawman . Explain to me how new information and new features equals to new""","""Since when were proteins no longer structures ? A basic tool for teaching is the phrase ``"""
4141,""". Another thing , why are you righties so ANGRY all the time ?""","""3. Because we give straight answers , yet never recieve them ."""
1022,""". Another wild-butt theory from the radical left . Liberals do love their Michael Moore""",""". Why should I prove anything , you never do ."""
3259,"""So I think this magical answer for the `` gaps `` in evolution theory deserves a name""","""Mr. Almighty nature ? You mean you believe in the universe ? Welceom to"""
6,"""""There is no answer. So the answer to your question is that there is no""","""So you have two options. So which is it : the action is moral , the"""
6354,"""4. My God ! Archy is n't even aware of the centuries of qu""","""You mental midgets insult my intelligence when you are n't even aware that the word"""
471,"""1. I repeat in rebuttal to the ignorant , bigoted and hateful response above""","""Oh. Oh , gee ! There goes my irony meter . It seems like Arch"""
2840,"""So I am anti-Christian because I do n't go around posting pro-Christian""","""I don't start gay bashing threads. Look at the % of threads that I start"""
7582,"""[ Related Articles * Anti-Gun Cass Sunstein Confirmed - Expect Problems * ``""",""". And to think : We actually got nut jobs like this in government postions ."""
7761,"""LetÂ ’ s just say I have a mythical Friend who is an agent at""","""Not to rain on anyone 's parade : `` The liberal hysteria about the tea parties"""
5898,"""Dr. Antonia : If you believe that an analogy among `` extrauterine persons""","""Well , there 's plenty of scientific evidence about fetal development , such that we can"""
3681,"""Any attempt by the United Nations to restrict the right to bear arms in the US would""","""I don't think so. I think such a move would qualify as a recognized declaration"""
6406,"""Q. Are there any experts on Canadian or international law here ? If I get married""","""http : //www.cnn.com/2006/LAW/10/"""
6227,"""Fig. 3 . When considering any given biological feature ( for our purposes typically the DNA""","""I 'm not interested in debating what atoms and molecules do , in and out of"""
9168,"""1. 1 Corinthians 11:4-7 Any man who prays or prophesies""","""I love this one. And this one too ( abeit watered down- having"""
3654,"""url [ /url ] Is Archie just the greatest example ever of Poe 's law""",""". That was ... interesting ."""
7351,"""I think you are delsional. That 's your problem . Any other subjects""","""I am not going to be swayed by the fact that you are a christian and"""
5653,"""ID is a hypothesis. It has a chance . Any scientist has the opportunity to study""","""3. Today 's students are tomorrow 's scientists . They are unlikely to study"""
7672,"""This is a fictional museum. Any similarity to the Natural History Museum in London is imaginary""","""The Earth Gallery is not for kids. We know this because the kids destroyed all the"""
733,"""Solar radiation is a problem. That is one negative I see to the side of evolution""","""And so have plants. And so have animals . Plants have been wiped out in the"""
6000,"""5. Can you name any nation that has operated under your idea of socialism successfully ?""",""". France"""
3806,"""3. Is there any way to make a person out of a rib ? I mean""","""I agree. So would genetic enhancement 100 years ago ! Peace ,"""
3860,"""Hi , I 'm new to this site and just want to know what people are""","""You have a lot of options . You can keep it or you can give it up"""
6469,"""Anyone can acquire arms from the black market , but we choose not to because we have""","""Yes. Yes , just like banning marijuana in the 1930s has turned this nation into"""
6353,""". as in anyone can purchase a fire arm without a background check or gun safety training""","""Training is not the answer. It worked just fine for the first half of the 20"""
6259,"""1. What would you rather have your politicans talk about : Gay marriage and how""","""You know , I actually agree with you here . I think it 's a method"""
554,""". # 3 - Can anyone explain to me why no other apes , monkeys or chim""","""http : //www.talkorigins.org/faqs/speciation."""
7164,""". # 3 - Can anyone explain to me why no other apes , monkeys or chim""","""They do not. They do n't live in an environment where such events are likely"""
7469,""". Anyone not currently in prison .""",""". Including the mentally ill , those with previous violent felonies , and children ?"""
6025,"""Gun rights. As in anyone who can legally own a firearm should be able to carry""","""The answer is in your question ... legally own means just that . can carry it without"""
3675,""". No , anyone who denies one freedom is a slaver . If you think about""","""4. What basis do fundamental rights derive from ? In other words , how can we"""
3261,"""I maintain that this point of view is correct. I maintain that anyone who disagrees with""","""""I am a Christian. And I maintain that your belief is dangerous to America and"""
3887,"""Q. Is there anyone who does n't think species come from earlier species ?""",""". Uh ... yeah ? Is there some other way than evolution this can happen ? Evolution"""
3538,"""Why do n't pro-choicer want the pregnant women who seek abortion to be""","""3. Why , if one wants to have an abortion , should one be FORC"""
4754,""". No . Anyone who sticks to beliefs that a god created the earth just 6,""",""". Thanks , Clive , you 're a good sport . Of course I ca n"""
1689,"""3. Eat your own words : Anyone who throws a punch must be ready to rec""","""I have no regrets. I believe I stood my ground quite well , otherwise I would"""
825,"""3. The books of the NT ( GOSPELS ) were agreed on due to""","""4. Poppycock . How the hell could these people have been able to tell"""
8763,"""I am a perfect image of God, but I am not perfect. Anyway , my""","""i 'm sorry to hear about your pain and i hope your recovery comes soon ."""
3170,"""Sunday , July 26 , 2009 Legal immunity set for swine flu vaccine makers : What""",""". and this :"""
4184,"""Apes and humans have a difference. If we try to define that difference then things""","""4. How about rationality ? It is not the same as intelligence ( which is more"""
6564,"""I'm not sure what to make of this. Apparently gay marriage is more threatening than""","""Oh cc , apparently , 10 % of the population has the power to destroy the other"""
6511,"""He was arrested. Apparently he used a rifle .""",""". So apparently nothing was stopping this from taking place then ."""
6089,"""You have a lot of money. Apparently you 've got one powerful set of rose""","""Yup. Yup . Give me an example of a true inaccuracy , instead"""
1758,"""Hi, I am new to this site. I would appreciate it if some of you""","""I don't think you are an expert. And that 's why I think you"""
2567,"""I see a lot of women who feel that abortion is not the best option for them""","""Single mothers have a hard time raising children. That 's not something you can really"""
237,"""3. April 20 , 1999 : Columbine High School in Littleton, Colorado.""","""Does n't count . Took place in a `` gun free zone `` . By"""
2398,"""Mr. Archie is NOT right - he has an opinion , as we all do .""","""If a fertilized egg is a blastocyst then it is a true blastocy"""
1936,"""3. Then you have mutations , which are all either neutral or deleterious .""",""". Or helpful ."""
26,"""* Coal can form quickly when forests and marine creatures are buried rapidly. * Coal can""",""". Reference please ."""
3623,"""1. They are human bodies , but not beings . Beings are alive , corpses""","""You are wrong. You seem to be arguing that a corpse is a human ."""
6262,""". 95 . Are humans mammals ? We thought they were made in God 's image""",""". and finally ..."""
9141,"""5. Zoos are indeed a good example .""","""Why do zoos document the changes in phenotype that no-doubt occur ? This"""
6523,"""3. There are many other perceived gods out there , that is true . But in""","""Let 's see you show that the God that you believe in is that God .."""
7467,""". You 're an atheist , are n't you ?""",""". Of course ."""
8442,"""There are no half-ape men found in the fossil record .""","""You seem to like this little blurb , I 've seen it several times in"""
7743,"""3. Are not all people conceived in this country deserving of life , liberty and the""","""Only in this country ? You ( purposely , no doubt ) overlooked the issue of whether"""
3257,"""3. If you reject the literal account of the Creation in Genesis , you are saying""","""No. Not at all , more stories that have been fed to you . The notion"""
387,"""1. You dont have to believe rediculous lies to believe that God created the""","""1. Actually , the reason people dismiss the concept of a diety is often not"""
4160,"""I support the right to abortion. It stops us from saying we ara a rational""","""I am with you. As it stands in the uk a father has no sat"""
3626,"""Are they planning a theme park at this place ?. Are they planning fun fair rides""","""3. It 's not a theme park . It is a museum similar to the"""
2952,"""Prolifers better get ready to pay , in taxes , for the extra prisons and""","""4. Your claim is not supported in the least . If we look to the landmark"""
1156,"""4. Where are the pro choice people ? What is their position on this ? Can""","""Well , we really do n't know . However we do know that the woman has"""
3863,"""3. Are you asking for the text book answer on what I know to be true""","""5. I still have n't heard an answer to this yet ?"""
4421,"""Q. Are you refering to Japan or some hypothetical police state ?""",""". A little of both . Japan is known for allowing its police officers to physically and"""
2645,"""3. Are you religious ? Yes , no . If yes , what type of religion""",""". If atheism is a religion , than yes and atheism . If it 's not"""
7940,"""Q. What is the problem with reptile to bird lung evolution ? Plausible scenarios""","""I have a theory. Let 's hear it . How could mutations and natural selections"""
253,"""Q. Are you saying you think the Supreme Court has the power to get rid of""",""". No , but they can change laws if they are unconstitutional . Them being irrelevant can"""
2566,"""3. Are you suggesting that belief in a devine being , whether real or not""","""I'm not a fan. I think if Islamic fundamentalism shows us nothing else it"""
50,"""Mai'ana. Are you sure about that ? Do you know who mai""",""". You 're right , I think he has made such comments . Sorry . I"""
